,olr,alb,lwcre,swcre
CAT1,131.59487793219418,0.5696984245071648,144.52416341145965,-149.344132298442
CAT2,197.16515267749466,0.4514304775382773,79.7292940040248,-97.52321384783522
CAT3,258.75267183526415,0.3684793168757469,19.479076411986494,-62.28680494295948
CS,279.00721446819097,0.22503655420821084,0.0,0.0
