,catfreq,olr_med,alb_med,olr_ttl,alb_ttl
CAT1,3.6517617868822674,109.36461639404297,0.5481085205878112,102.47274780273438,0.5494239899006074
CAT2,40.290186682412795,166.0252685546875,0.24089985178404802,146.7386016845703,0.2501026266381085
CAT3,36.608721119488855,270.7745361328125,0.08687735752375096,271.75225830078125,0.08500488940112287
CS,19.449330411216085,286.77392578125,0.05857669304407951,,
