,catfreq,olr_med,alb_med,olr_ttl,alb_ttl
CAT1,3.3997780698274154,124.7863998413086,0.6461936831474304,123.5506820678711,0.6463664174079895
CAT2,39.36695469104562,218.7661895751953,0.25984179973602295,216.50074768066406,0.2596968710422516
CAT3,48.843133409699,276.78179931640625,0.23421218991279602,276.43603515625,0.23388570547103882
CS,8.39013382942796,303.5331115722656,0.2578640878200531,,
