,olr,alb,lwcre,swcre
CAT1,130.03907775878906,0.6697941422462463,134.67941284179688,-242.93106741343058
CAT2,189.3213348388672,0.30031538009643555,80.54204559326172,-89.79218399302835
CAT3,258.990966796875,0.16255564987659454,16.25984001159668,-33.44438800156372
CS,271.1141662597656,0.08243076503276825,0.0,0.0
