,catfreq,olr_med,alb_med,olr_ttl,alb_ttl
CAT1,1.4385662166010733,144.0,0.5721667455551818,136.0,0.5855494484054433
CAT2,18.27081002572868,205.25,0.2522613757707278,195.53125,0.2649537814731502
CAT3,28.97425692278383,272.3125,0.10415704949099833,273.625,0.10406709084700605
CS,51.316366834886416,292.671875,0.07371642632217806,,
