,olr,alb,lwcre,swcre
CAT1,118.51190948486328,0.5870698690414429,166.30181884765625,-150.27056700845645
CAT2,184.8990020751953,0.4413028657436371,100.76725769042969,-85.1766246300965
CAT3,260.32757568359375,0.33520978689193726,27.646635055541992,-38.32720834774218
CS,288.0777587890625,0.2477959245443344,0.0,0.0
