,olr,alb,lwcre,swcre
CAT1,144.0840606689453,0.47664114832878113,152.86697387695312,-151.093382858808
CAT2,179.03543090820312,0.260418564081192,121.60353088378906,-62.934437972717824
CAT3,274.9898376464844,0.14807234704494476,27.020118713378906,-17.072073747446176
CS,302.0213623046875,0.10668451339006424,0.0,0.0
