,CCCM,NICAM,FV3,ICON,SAM
CAT1,2.0179715576171877,2.785581588745117,2.6212968826293945,2.43487548828125,2.369647404421585
CAT2,0.06692265319824219,0.04305606335401535,0.05920557677745819,0.05548095703125,0.05643598027535089
CAT3,0.0018091504573822022,0.001934274798259139,0.001334972563199699,0.001708984375,0.0012955285255884519
CS,5.2967600524425505e-05,1.4435046978178434e-05,3.5672481857318417e-08,8.027491431999989e-13,0.0
