,olr,alb,lwcre,swcre
CAT1,150.26636368118085,0.5741434360734985,129.97935728917346,-120.13814788026747
CAT2,200.42862533978803,0.3951812757420941,80.02727884328758,-46.82511685140989
CAT3,257.5439109779962,0.28216787458464054,23.173548424492783,-1.085877457664243
CS,280.7631555067173,0.27790647376329136,0.0,0.0
