,CCCM,NICAM,FV3,ICON,SAM
CAT1,1.623364013671875,2.5808420181274414,2.7241969108581543,1.87060546875,1.9308177255540984
CAT2,0.05532733535766601,0.03854929283261299,0.046475064009428024,0.0511474609375,0.06105652909632728
CAT3,0.0018043205738067626,0.002407353138551116,0.0012219378259032965,0.00103759765625,0.0008064854130295407
CS,5.1954478025436405e-05,4.500103023019619e-05,6.5446355002052314e-09,8.547332763439441e-13,5.214036264078459e-06
