,catfreq,olr_med,alb_med,olr_ttl,alb_ttl
CAT1,0.9623540833938954,111.41503143310547,0.5547373729533649,108.52056884765625,0.5520147189884631
CAT2,18.303941830184108,136.65882873535156,0.22735410926350136,123.86906433105469,0.23267690372913039
CAT3,37.634140132933624,294.97662353515625,0.07366313220003451,289.6923828125,0.07413819887618847
CS,18.396630102349807,305.15252685546875,0.06344236532741031,,
