,catfreq,olr_med,alb_med,olr_ttl,alb_ttl
CAT1,3.166440661801564,135.546875,0.57679078508737,128.8125,0.5576062296776082
CAT2,19.995156673339636,210.28125,0.3193500168764164,190.953125,0.3356158673827869
CAT3,26.64679498595199,265.5625,0.21103959545957854,266.390625,0.20738593366164879
CS,50.19160767890681,295.412109375,0.19961814742573616,,
