,olr,alb,lwcre,swcre
CAT1,116.9903335571289,0.6213505864143372,160.8131561279297,-192.44546063847238
CAT2,193.8482666015625,0.36591362953186035,79.4716796875,-80.35413092124664
CAT3,252.97764587402344,0.25145843625068665,31.0369930267334,-18.570740543983906
CS,283.1150817871094,0.20869408547878265,0.0,0.0
