,catfreq,olr_med,alb_med,olr_ttl,alb_ttl
CAT1,3.473084203064672,113.81881713867188,0.6179531286614235,100.56147766113281,0.6218156077342339
CAT2,33.0367983077944,187.1272430419922,0.36973445809050676,154.18423461914062,0.3739984252149294
CAT3,34.8288800449445,269.5635681152344,0.2646523855908778,274.0621032714844,0.2622549458084272
CS,28.66123744419643,301.1195983886719,0.26279066420222813,,
