,olr,alb,lwcre,swcre
CAT1,121.69580841064453,0.705089271068573,161.0290069580078,-234.49386713077686
CAT2,186.43649291992188,0.4702320396900177,96.29686737060547,-137.02941193670966
CAT3,258.8348083496094,0.25048649311065674,24.09437370300293,-46.56061201321697
CS,282.91815185546875,0.13734783232212067,0.0,0.0
