,olr,alb,lwcre,swcre
CAT1,124.95377349853516,0.6813218593597412,156.33135986328125,-168.3254033359826
CAT2,193.127197265625,0.49487364292144775,88.28446197509766,-87.23346998857443
CAT3,262.9184875488281,0.3358718752861023,19.77817153930664,-18.883976269535562
CS,283.7973937988281,0.29152482748031616,0.0,0.0
