,olr,alb,lwcre,swcre
CAT1,125.375732421875,0.6721659302711487,140.28306579589844,-226.15715984957177
CAT2,192.5566864013672,0.27682122588157654,82.99078369140625,-62.34001447995789
CAT3,271.057373046875,0.14111566543579102,13.946636199951172,-5.928629494404898
CS,280.0396728515625,0.12627753615379333,0.0,0.0
