,catfreq,olr_med,alb_med,olr_ttl,alb_ttl
CAT1,1.813379979763681,99.88163757324219,0.6973354816436768,98.01067352294922,0.6986838579177856
CAT2,15.514145058393785,168.79815673828125,0.33638060092926025,145.80523681640625,0.3508370518684387
CAT3,35.24452129529591,279.40582275390625,0.08815480023622513,280.7348937988281,0.08808907121419907
CS,47.42795366654662,295.6916809082031,0.08262868225574493,,
