,olr,alb,lwcre,swcre
CAT1,118.25996398925781,0.6138481497764587,155.657958984375,-215.96566703378636
CAT2,198.57754516601562,0.3080720901489258,77.06250762939453,-90.99045219743402
CAT3,259.1188049316406,0.14915214478969574,24.266550064086914,-24.764906912644786
CS,283.3509216308594,0.08508387953042984,0.0,0.0
