,olr,alb,lwcre,swcre
CAT1,121.38130950927734,0.6687252521514893,160.420166015625,-198.86766458440835
CAT2,196.5709686279297,0.3704531192779541,86.9066162109375,-65.81131353233569
CAT3,270.76678466796875,0.27233970165252686,15.0556001663208,-17.362885892126386
CS,285.17620849609375,0.22705574333667755,0.0,0.0
