,CCCM,NICAM,FV3,ICON,SAM
CAT1,1.615092041015625,2.3213717937469482,2.425598621368408,1.9400634765625,2.1269347909216356
CAT2,0.06209061431884766,0.051655516028404236,0.06730641424655914,0.0577392578125,0.07063891120092397
CAT3,0.0018114875555038453,0.003632746636867523,0.001653490005992353,0.001708984375,0.0013248926635865675
CS,5.083264410495758e-05,5.124653034727089e-05,1.765712568158051e-06,7.565884767649078e-13,0.0
