,CCCM,NICAM,FV3,ICON,SAM
CAT1,0.03658403396606445,0.6266693472862244,0.13888654112815857,0.15185546875,1.413636353882683
CAT2,0.017441295623779298,6.031294219610572e-07,0.004299608059227467,0.02490234375,0.0
CAT3,0.008470975875854492,3.040357965389262e-09,0.0018700052751228213,0.0078125,0.0
CS,0.0034389514923095703,3.145882665478439e-09,0.0012188928667455912,0.004150390625,0.0
