,freq,OLR,ALB,OLR_TTL,ALB_TTL,TTL_FREQ
CAT1,1.4555181647348787,143.6875,0.570920584749111,135.375,0.6063518440386764,0.002907804761160279
CAT2,18.208388193356612,205.125,0.252240567772424,194.3125,0.28948879954049395,0.0269833718566931
CAT3,28.580976843066868,272.0625,0.1043199237076444,272.96875,0.10872224299868316,0.04289261894470518
CS,51.75511679884164,292.8125,0.0736035132699557,,,
ISO_TTL,0.010999259038428329,289.1484375,0.07522659302772303,,,
