,CCCM,NICAM,FV3,ICON,SAM
CAT1,0.06955335998535156,0.4621133804321289,0.14120440185070038,0.07373046875,2.08165553174154
CAT2,0.019787727355957033,6.855589731458167e-07,0.011501736007630825,0.021240234375,0.16398894548461027
CAT3,0.008789983749389649,2.8134565788207055e-09,5.77490358832473e-22,0.00244140625,0.0
CS,0.0027649416923522948,2.7330524510205123e-09,2.126518332034605e-22,0.0,0.0
