,olr,alb,lwcre,swcre
CAT1,154.54421614973288,0.559385064640109,136.86050329720337,-200.0993520469699
CAT2,201.0251275813679,0.40854962004913187,90.6056619877424,-137.58424394257068
CAT3,266.80937783335503,0.3116623579653966,25.31471824329207,-97.48522820160204
CS,292.25085722269625,0.07558022306713598,0.0,0.0
