,Unnamed: 1,NICAM_TWP,NICAM_SHL,NICAM_NAU,FV3_TWP,FV3_SHL,FV3_NAU,ICON_TWP,ICON_SHL,ICON_NAU,SAM_TWP,SAM_SHL,SAM_NAU
freq,,0.03242637138286563,0.09008227883915992,0.10704423346195027,0.015881352845766215,0.02893403812948537,0.017541885208983768,0.028355385911591844,0.01191872979060517,0.010999259038428329,0.04289130433050286,0.047736512284723635,0.06658425052912077
olr,,266.03219604492193,295.71234130859375,282.96722412109375,277.6510009765625,293.5302429199219,291.09918212890625,274.7809951522563,-290.93850138232034,-287.7409584995709,281.6521301269531,294.2078552246094,299.0135803222656
alb,,0.22410407662391665,0.2363767474889755,0.05873968079686165,0.2860945463180542,0.1934920251369477,0.08848000317811966,0.2875906541567608,0.20465293243277632,0.08070724448053834,0.4186527132987976,0.22476482391357425,0.08289238065481186
lwcre,,9.842735290527344,22.287893295288086,6.141341686248777,5.081287860870361,-5.653736591339111,3.15088152885437,6.558627327498172,5.385060297015508,-4.312078175052397,3.8265984058380127,-2.8635380268096924,4.0792741775512695
swcre,,,-39.105419290004576,-0.14711780022996582,-5.717706568646867,3.005166505424102,-0.7818631260388632,-5.9222660437822485,3.0993104743409186,-1.843318825208678,-2.838112170760429,-0.4683109056627432,-0.4218259834431447
